代码,一级行政区,二级行政区,名称,级别,状态,启用时间,变更（弃用）时间,新代码
230606,黑龙江省,大庆市,大同区,县级,启用,1982,,
230606,黑龙江省,双鸭山市,宝山区,县级,变更,1980,1982,230506
230621,黑龙江省,大庆市,肇州县,县级,启用,1992,,
230622,黑龙江省,大庆市,肇源县,县级,启用,1992,,
230623,黑龙江省,大庆市,林甸县,县级,启用,1992,,
230624,黑龙江省,大庆市,杜尔伯特蒙古族自治县,县级,启用,1992,,
230700,黑龙江省,伊春市,伊春市,地级,启用,1980,,
230702,黑龙江省,伊春市,伊春区,县级,弃用,1980,2019,230717
230703,黑龙江省,伊春市,南岔区,县级,弃用,1980,2019,230726
230704,黑龙江省,伊春市,友好区,县级,弃用,1980,2019,230719
230705,黑龙江省,伊春市,西林区,县级,弃用,1980,2019,230751
230706,黑龙江省,伊春市,翠峦区,县级,弃用,1980,2019,230718
230707,黑龙江省,伊春市,新青区,县级,弃用,1980,2019,230724
230708,黑龙江省,伊春市,美溪区,县级,弃用,1980,2019,230717
230709,黑龙江省,伊春市,金山屯区,县级,弃用,1984,2019,230751
230709,黑龙江省,伊春市,大丰区,县级,变更,1980,1984,230709
230710,黑龙江省,伊春市,五营区,县级,弃用,1980,2019,230724
230711,黑龙江省,伊春市,乌马河区,县级,弃用,1984,2019,230717;230718
230711,黑龙江省,伊春市,乌敏河区,县级,变更,1980,1984,230711
230712,黑龙江省,伊春市,汤旺河区,县级,弃用,1984,2019,230723
230712,黑龙江省,伊春市,东风区,县级,变更,1980,1984,230712
230713,黑龙江省,伊春市,带岭区,县级,弃用,1980,2019,230725
230714,黑龙江省,伊春市,乌伊岭区,县级,弃用,1980,2019,230723
230715,黑龙江省,伊春市,红星区,县级,弃用,1980,2019,230724
230716,黑龙江省,伊春市,上甘岭区,县级,弃用,1980,2019,230719
230717,黑龙江省,伊春市,伊美区,县级,启用,2019,,
230718,黑龙江省,伊春市,乌翠区,县级,启用,2019,,
230719,黑龙江省,伊春市,友好区,县级,启用,2019,,
230721,黑龙江省,伊春市,铁力县,县级,弃用,1980,1988,239005
230722,黑龙江省,伊春市,嘉荫县,县级,启用,1980,,
230723,黑龙江省,伊春市,汤旺县,县级,启用,2019,,
230724,黑龙江省,伊春市,丰林县,县级,启用,2019,,
230725,黑龙江省,伊春市,大箐山县,县级,启用,2019,,
230726,黑龙江省,伊春市,南岔县,县级,启用,2019,,
230751,黑龙江省,伊春市,金林区,县级,启用,2019,,
230781,黑龙江省,伊春市,铁力市,县级,启用,1995,,230725[2019]
230800,黑龙江省,佳木斯市,佳木斯市,地级,启用,1983,,
230802,黑龙江省,佳木斯市,永红区,县级,弃用,1983,2006,230811
230803,黑龙江省,佳木斯市,向阳区,县级,启用,1983,,
230804,黑龙江省,佳木斯市,前进区,县级,启用,1983,,
230805,黑龙江省,佳木斯市,东风区,县级,启用,1983,,
230811,黑龙江省,佳木斯市,郊区,县级,启用,1983,,
230821,黑龙江省,佳木斯市,富锦县,县级,弃用,1984,1988,239004
230822,黑龙江省,佳木斯市,桦南县,县级,启用,1984,,
230823,黑龙江省,佳木斯市,依兰县,县级,弃用,1984,1991,230123
230824,黑龙江省,佳木斯市,友谊县,县级,弃用,1984,1991,230522
230825,黑龙江省,佳木斯市,集贤县,县级,弃用,1984,1987,230521
230826,黑龙江省,佳木斯市,桦川县,县级,启用,1984,,
230827,黑龙江省,佳木斯市,宝清县,县级,弃用,1984,1991,230523
230828,黑龙江省,佳木斯市,汤原县,县级,启用,1984,,
230829,黑龙江省,佳木斯市,绥滨县,县级,弃用,1984,1987,230422
230830,黑龙江省,佳木斯市,萝北县,县级,弃用,1984,1987,230421
230831,黑龙江省,佳木斯市,同江县,县级,弃用,1984,1987,239003
230832,黑龙江省,佳木斯市,饶河县,县级,弃用,1984,1993,230524
230833,黑龙江省,佳木斯市,抚远县,县级,弃用,1984,2016,230883
230881,黑龙江省,佳木斯市,同江市,县级,启用,1995,,
230882,黑龙江省,佳木斯市,富锦市,县级,启用,1995,,
230883,黑龙江省,佳木斯市,抚远市,县级,启用,2016,,
230900,黑龙江省,七台河市,七台河市,地级,启用,1983,,230902[1984];230903[1984];230904[1984]
230902,黑龙江省,七台河市,新兴区,县级,启用,1984,,
230903,黑龙江省,七台河市,桃山区,县级,启用,1984,,
230904,黑龙江省,七台河市,茄子河区,县级,启用,1984,,
230921,黑龙江省,七台河市,勃利县,县级,启用,1983,,
231000,黑龙江省,牡丹江市,牡丹江市,地级,启用,1983,,
231002,黑龙江省,牡丹江市,东安区,县级,启用,1983,,
231003,黑龙江省,牡丹江市,阳明区,县级,启用,1984,,
231004,黑龙江省,牡丹江市,爱民区,县级,启用,1984,,
231005,黑龙江省,牡丹江市,西安区,县级,启用,1983,,
231006,黑龙江省,牡丹江市,爱民区,县级,弃用,1983,1984,231004
231007,黑龙江省,牡丹江市,阳明区,县级,弃用,1983,1984,231003
231011,黑龙江省,牡丹江市,郊区,县级,弃用,1983,1997,231002;231003;231004;231005
231020,黑龙江省,牡丹江市,绥芬河市,县级,弃用,1984,1986,239001
231021,黑龙江省,牡丹江市,宁安县,县级,弃用,1983,1993,239002[1986];239011
231022,黑龙江省,牡丹江市,海林县,县级,弃用,1983,1992,239007
231023,黑龙江省,牡丹江市,穆棱县,县级,弃用,1983,1995,231085
231024,黑龙江省,牡丹江市,东宁县,县级,弃用,1983,2015,231086
231025,黑龙江省,牡丹江市,林口县,县级,启用,1983,,
231026,黑龙江省,牡丹江市,密山县,县级,弃用,1983,1988,239006
231027,黑龙江省,牡丹江市,虎林县,县级,弃用,1983,1993,230322
231081,黑龙江省,牡丹江市,绥芬河市,县级,启用,1995,,
231083,黑龙江省,牡丹江市,海林市,县级,启用,1995,,
231084,黑龙江省,牡丹江市,宁安市,县级,启用,1995,,
231085,黑龙江省,牡丹江市,穆棱市,县级,启用,1995,,
231086,黑龙江省,牡丹江市,东宁市,县级,启用,2015,,
231100,黑龙江省,黑河市,黑河市,地级,启用,1993,,
231101,黑龙江省,直辖,绥芬河市,县级,弃用,1983,1984,231020
231102,黑龙江省,黑河市,爱辉区,县级,启用,1993,,
231121,黑龙江省,黑河市,嫩江县,县级,弃用,1993,2019,231183
231122,黑龙江省,黑河市,德都县,县级,弃用,1993,1996,231182
231123,黑龙江省,黑河市,逊克县,县级,启用,1993,,
231124,黑龙江省,黑河市,孙吴县,县级,启用,1993,,
231181,黑龙江省,黑河市,北安市,县级,启用,1995,,
231182,黑龙江省,黑河市,五大连池市,县级,启用,1995,,
231183,黑龙江省,黑河市,嫩江市,县级,启用,2019,,
231200,黑龙江省,绥化市,绥化市,地级,启用,1999,,
231202,黑龙江省,绥化市,北林区,县级,启用,1999,,
231221,黑龙江省,绥化市,望奎县,县级,启用,1999,,
231222,黑龙江省,绥化市,兰西县,县级,启用,1999,,
231223,黑龙江省,绥化市,青冈县,县级,启用,1999,,
231224,黑龙江省,绥化市,庆安县,县级,启用,1999,,
231225,黑龙江省,绥化市,明水县,县级,启用,1999,,
231226,黑龙江省,绥化市,绥棱县,县级,启用,1999,,
231281,黑龙江省,绥化市,安达市,县级,启用,1999,,
231282,黑龙江省,绥化市,肇东市,县级,启用,1999,,
231283,黑龙江省,绥化市,海伦市,县级,启用,1999,,
232100,黑龙江省,松花江地区,松花江地区,地级,弃用,1982,1996,230100
232100,黑龙江省,绥化地区,绥化地区,地级,变更,1980,1982,232300
232101,黑龙江省,松花江地区,双城市,县级,弃用,1988,1996,230182
232102,黑龙江省,松花江地区,尚志市,县级,弃用,1988,1996,230183
232103,黑龙江省,松花江地区,五常市,县级,弃用,1993,1996,230184
232121,黑龙江省,松花江地区,阿城县,县级,弃用,1982,1983,230121
232121,黑龙江省,绥化地区,海伦县,县级,变更,1980,1982,232321
232122,黑龙江省,松花江地区,宾县,县级,弃用,1982,1991,230125
232122,黑龙江省,绥化地区,肇东县,县级,变更,1980,1982,232322
232123,黑龙江省,松花江地区,呼兰县,县级,弃用,1982,1983,230122
232123,黑龙江省,绥化地区,绥化县,县级,变更,1980,1982,232301
232124,黑龙江省,松花江地区,双城县,县级,弃用,1982,1988,232101
232124,黑龙江省,绥化地区,安达县,县级,变更,1980,1982,232327
232125,黑龙江省,松花江地区,五常县,县级,弃用,1982,1993,232103
232125,黑龙江省,绥化地区,望奎县,县级,变更,1980,1982,232324
232126,黑龙江省,松花江地区,巴彦县,县级,弃用,1982,1996,230126
232126,黑龙江省,绥化地区,兰西县,县级,变更,1980,1982,232325
232127,黑龙江省,松花江地区,木兰县,县级,弃用,1982,1996,230127
232127,黑龙江省,绥化地区,青冈县,县级,变更,1980,1982,232326
232128,黑龙江省,松花江地区,通河县,县级,弃用,1982,1996,230128
232128,黑龙江省,绥化地区,肇源县,县级,变更,1980,1982,232328
232129,黑龙江省,松花江地区,尚志县,县级,弃用,1982,1988,232102
232129,黑龙江省,绥化地区,肇州县,县级,变更,1980,1982,232329
232130,黑龙江省,松花江地区,方正县,县级,弃用,1982,1991,230124
232130,黑龙江省,绥化地区,庆安县,县级,变更,1980,1982,232330
232131,黑龙江省,松花江地区,延寿县,县级,弃用,1982,1996,230129
232131,黑龙江省,绥化地区,明水县,县级,变更,1980,1982,232331
232132,黑龙江省,绥化地区,绥棱县,县级,弃用,1980,1982,232332
232200,黑龙江省,嫩江地区,嫩江地区,地级,弃用,1982,1984,230200
232200,黑龙江省,松花江地区,松花江地区,地级,变更,1980,1982,232100
232221,黑龙江省,嫩江地区,龙江县,县级,弃用,1982,1984,230221
232221,黑龙江省,松花江地区,五常县,县级,变更,1980,1982,232125
232222,黑龙江省,嫩江地区,讷河县,县级,弃用,1982,1984,230222
232222,黑龙江省,松花江地区,双城县,县级,变更,1980,1982,232124
232223,黑龙江省,嫩江地区,依安县,县级,弃用,1982,1984,230223
232223,黑龙江省,松花江地区,巴彦县,县级,变更,1980,1982,232126
232224,黑龙江省,嫩江地区,泰来县,县级,弃用,1982,1984,230224
232224,黑龙江省,松花江地区,呼兰县,县级,变更,1980,1982,232123
232225,黑龙江省,嫩江地区,甘南县,县级,弃用,1982,1984,230225
232225,黑龙江省,松花江地区,宾县,县级,变更,1980,1982,232122
232226,黑龙江省,嫩江地区,杜尔伯特蒙古族自治县,县级,弃用,1982,1984,230226
232226,黑龙江省,松花江地区,阿城县,县级,变更,1980,1982,232121
232227,黑龙江省,嫩江地区,富裕县,县级,弃用,1982,1984,230227
232227,黑龙江省,松花江地区,尚志县,县级,变更,1980,1982,232129
232228,黑龙江省,嫩江地区,林甸县,县级,弃用,1982,1984,230228
232228,黑龙江省,松花江地区,木兰县,县级,变更,1980,1982,232127
232229,黑龙江省,嫩江地区,克山县,县级,弃用,1982,1984,230229
232229,黑龙江省,松花江地区,延寿县,县级,变更,1980,1982,232131
232230,黑龙江省,嫩江地区,克东县,县级,弃用,1982,1984,230230
232230,黑龙江省,松花江地区,通河县,县级,变更,1980,1982,232128
232231,黑龙江省,嫩江地区,拜泉县,县级,弃用,1982,1984,230231
232231,黑龙江省,松花江地区,方正县,县级,变更,1980,1982,232130
232300,黑龙江省,绥化地区,绥化地区,地级,弃用,1982,1999,231200
232300,黑龙江省,嫩江地区,嫩江地区,地级,变更,1980,1982,232200
232301,黑龙江省,绥化地区,绥化市,县级,弃用,1982,1999,231202
232302,黑龙江省,绥化地区,安达市,县级,弃用,1984,1999,231281
232303,黑龙江省,绥化地区,肇东市,县级,弃用,1986,1999,231282
232304,黑龙江省,绥化地区,海伦市,县级,弃用,1989,1999,231283
232321,黑龙江省,绥化地区,海伦县,县级,弃用,1982,1989,232304
232321,黑龙江省,嫩江地区,讷河县,县级,变更,1980,1982,232222
232322,黑龙江省,绥化地区,肇东县,县级,弃用,1982,1986,232303
232322,黑龙江省,嫩江地区,拜泉县,县级,变更,1980,1982,232231
232323,黑龙江省,嫩江地区,龙江县,县级,弃用,1980,1982,232221
232324,黑龙江省,绥化地区,望奎县,县级,弃用,1982,1999,231221
232324,黑龙江省,嫩江地区,依安县,县级,变更,1980,1982,232223
232325,黑龙江省,绥化地区,兰西县,县级,弃用,1982,1999,231222
232325,黑龙江省,嫩江地区,克山县,县级,变更,1980,1982,232229
232326,黑龙江省,绥化地区,青冈县,县级,弃用,1982,1999,231223
232326,黑龙江省,嫩江地区,甘南县,县级,变更,1980,1982,232225
232327,黑龙江省,绥化地区,安达县,县级,弃用,1982,1984,232302
232327,黑龙江省,嫩江地区,泰来县,县级,变更,1980,1982,232224
232328,黑龙江省,绥化地区,肇源县,县级,弃用,1982,1992,230622
232328,黑龙江省,嫩江地区,克东县,县级,变更,1980,1982,232230
232329,黑龙江省,绥化地区,肇州县,县级,弃用,1982,1992,230621
232329,黑龙江省,嫩江地区,富裕县,县级,变更,1980,1982,232227
232330,黑龙江省,绥化地区,庆安县,县级,弃用,1982,1999,231224
232330,黑龙江省,嫩江地区,林甸县,县级,变更,1980,1982,232228
232331,黑龙江省,绥化地区,明水县,县级,弃用,1982,1999,231225
232331,黑龙江省,嫩江地区,杜尔伯特蒙古族自治县,县级,变更,1980,1982,232226
232332,黑龙江省,绥化地区,绥棱县,县级,弃用,1982,1999,231226
232400,黑龙江省,合江地区,合江地区,地级,弃用,1980,1984,230800[1983];230900[1983];230800
232401,黑龙江省,合江地区,佳木斯市,县级,弃用,1980,1983,230800
232402,黑龙江省,合江地区,七台河市,县级,弃用,1980,1983,230900
232403,黑龙江省,合江地区,永红区,县级,弃用,1980,1983,230802
232404,黑龙江省,合江地区,向阳区,县级,弃用,1980,1983,230803
232405,黑龙江省,合江地区,前进区,县级,弃用,1980,1983,230804
232406,黑龙江省,合江地区,东风区,县级,弃用,1980,1983,230805
232411,黑龙江省,合江地区,郊区,县级,弃用,1980,1983,230811
232421,黑龙江省,合江地区,富锦县,县级,弃用,1982,1984,230821
232421,黑龙江省,合江地区,桦南县,县级,变更,1980,1982,232422
232422,黑龙江省,合江地区,桦南县,县级,弃用,1982,1984,230822
232422,黑龙江省,合江地区,集贤县,县级,变更,1980,1982,232425
232423,黑龙江省,合江地区,依兰县,县级,弃用,1982,1984,230823
232423,黑龙江省,合江地区,宝清县,县级,变更,1980,1982,232427
232424,黑龙江省,合江地区,勃利县,县级,弃用,1982,1983,230921
232424,黑龙江省,合江地区,富锦县,县级,变更,1980,1982,232421
232425,黑龙江省,合江地区,集贤县,县级,弃用,1982,1984,230824;230825
232425,黑龙江省,合江地区,依兰县,县级,变更,1980,1982,232423
232426,黑龙江省,合江地区,桦川县,县级,弃用,1982,1984,230826
232426,黑龙江省,合江地区,勃利县,县级,变更,1980,1982,232424
232427,黑龙江省,合江地区,宝清县,县级,弃用,1982,1984,230827
232427,黑龙江省,合江地区,汤原县,县级,变更,1980,1982,232428
232428,黑龙江省,合江地区,汤原县,县级,弃用,1982,1984,230828
232428,黑龙江省,合江地区,桦川县,县级,变更,1980,1982,232426
232429,黑龙江省,合江地区,绥滨县,县级,弃用,1982,1984,230829
232429,黑龙江省,合江地区,萝北县,县级,变更,1980,1982,232430
232430,黑龙江省,合江地区,萝北县,县级,弃用,1982,1984,230830
232430,黑龙江省,合江地区,绥滨县,县级,变更,1980,1982,232429
232431,黑龙江省,合江地区,同江县,县级,弃用,1982,1984,230831
232431,黑龙江省,合江地区,饶河县,县级,变更,1980,1982,232432
232432,黑龙江省,合江地区,饶河县,县级,弃用,1982,1984,230832
232432,黑龙江省,合江地区,同江县,县级,变更,1980,1982,232431
232433,黑龙江省,合江地区,抚远县,县级,弃用,1980,1984,230833
232500,黑龙江省,牡丹江地区,牡丹江地区,地级,弃用,1980,1983,230300;231000;231101
232501,黑龙江省,牡丹江地区,牡丹江市,县级,弃用,1980,1983,231000
232502,黑龙江省,牡丹江地区,绥芬河市,县级,弃用,1982,1983,231101
232502,黑龙江省,牡丹江地区,东凤区,县级,变更,1980,1982,232503
232503,黑龙江省,牡丹江地区,东凤区,县级,弃用,1982,1983,231002
232503,黑龙江省,牡丹江地区,先锋区,县级,变更,1980,1982,232504
232504,黑龙江省,牡丹江地区,先锋区,县级,弃用,1982,1983,231005
232504,黑龙江省,牡丹江地区,爱民区,县级,变更,1980,1982,232505
232505,黑龙江省,牡丹江地区,爱民区,县级,弃用,1982,1983,231006
232505,黑龙江省,牡丹江地区,阳明区,县级,变更,1980,1982,232506
232506,黑龙江省,牡丹江地区,阳明区,县级,弃用,1982,1983,231007
232511,黑龙江省,牡丹江地区,郊区,县级,弃用,1980,1983,231011
232521,黑龙江省,牡丹江地区,宁安县,县级,弃用,1982,1983,231021
232521,黑龙江省,牡丹江地区,海林县,县级,变更,1980,1982,232522
232522,黑龙江省,牡丹江地区,海林县,县级,弃用,1982,1983,231022
232522,黑龙江省,牡丹江地区,宁安县,县级,变更,1980,1982,232521
232523,黑龙江省,牡丹江地区,穆棱县,县级,弃用,1982,1983,231023
232523,黑龙江省,牡丹江地区,林口县,县级,变更,1980,1982,232525
232524,黑龙江省,牡丹江地区,东宁县,县级,弃用,1982,1983,231024
232524,黑龙江省,牡丹江地区,密山县,县级,变更,1980,1982,232527
232525,黑龙江省,牡丹江地区,林口县,县级,弃用,1982,1983,231025
232525,黑龙江省,牡丹江地区,穆棱县,县级,变更,1980,1982,232523
232526,黑龙江省,牡丹江地区,鸡东县,县级,弃用,1982,1983,230321
232526,黑龙江省,牡丹江地区,虎林县,县级,变更,1980,1982,232528
232527,黑龙江省,牡丹江地区,密山县,县级,弃用,1982,1983,231026
232527,黑龙江省,牡丹江地区,鸡东县,县级,变更,1980,1982,232526
232528,黑龙江省,牡丹江地区,虎林县,县级,弃用,1982,1983,231027
232528,黑龙江省,牡丹江地区,东宁县,县级,变更,1980,1982,232524
232581,黑龙江省,牡丹江地区,绥芬河市,县级,弃用,1980,1982,232502
232600,黑龙江省,黑河地区,黑河地区,地级,弃用,1980,1993,231100
232601,黑龙江省,黑河地区,黑河市,县级,弃用,1980,1993,231102
232602,黑龙江省,黑河地区,北安市,县级,弃用,1982,1993,239009
232603,黑龙江省,黑河地区,五大连池市,县级,弃用,1983,1993,239010
232621,黑龙江省,黑河地区,嫩江县,县级,弃用,1980,1982,232622
232622,黑龙江省,黑河地区,嫩江县,县级,弃用,1982,1993,231121
232622,黑龙江省,黑河地区,北安县,县级,变更,1980,1982,232602;232627
232623,黑龙江省,黑河地区,德都县,县级,弃用,1980,1993,232603[1983];231122
232624,黑龙江省,黑河地区,爱辉县,县级,弃用,1980,1983,232601
232625,黑龙江省,黑河地区,逊克县,县级,弃用,1980,1993,231123
232626,黑龙江省,黑河地区,孙吴县,县级,弃用,1980,1993,231124
232627,黑龙江省,黑河地区,通北县,县级,弃用,1982,1983,232602
232700,黑龙江省,大兴安岭地区,大兴安岭地区,地级,启用,1980,,232722[1981];232723[1981]
232701,黑龙江省,大兴安岭地区,漠河市,县级,启用,2018,,
232721,黑龙江省,大兴安岭地区,呼玛县,县级,启用,1980,,232722[1981];232723[1981]
232722,黑龙江省,大兴安岭地区,塔河县,县级,启用,1981,,
232723,黑龙江省,大兴安岭地区,漠河县,县级,弃用,1981,2018,232701
239001,黑龙江省,直辖,绥芬河市,县级,弃用,1986,1995,231081
239002,黑龙江省,直辖,阿城市,县级,弃用,1987,1995,230181
239002,黑龙江省,直辖,镜泊湖市,县级,变更,1986,1987,231021
239003,黑龙江省,直辖,同江市,县级,弃用,1987,1995,230881
239004,黑龙江省,直辖,富锦市,县级,弃用,1988,1995,230882
239005,黑龙江省,直辖,铁力市,县级,弃用,1988,1995,230781
239006,黑龙江省,直辖,密山市,县级,弃用,1988,1995,230382
239007,黑龙江省,直辖,海林市,县级,弃用,1992,1995,231083
239008,黑龙江省,直辖,讷河市,县级,弃用,1992,1995,230281
239009,黑龙江省,直辖,北安市,县级,弃用,1993,1995,231181
239010,黑龙江省,直辖,五大连池市,县级,弃用,1993,1995,231182
239011,黑龙江省,直辖,宁安市,县级,弃用,1993,1995,231084
310000,上海市,,上海市,省级,启用,1980,,
310101,上海市,直辖,黄浦区,县级,启用,1980,,310115[1992]
310102,上海市,直辖,南市区,县级,弃用,1980,2000,310115[1992];310101
310103,上海市,直辖,卢湾区,县级,弃用,1980,2011,310101
310104,上海市,直辖,徐汇区,县级,启用,1980,,310112[1981]
310105,上海市,直辖,长宁区,县级,启用,1980,,
310106,上海市,直辖,静安区,县级,启用,1980,,
310107,上海市,直辖,普陀区,县级,启用,1980,,
310108,上海市,直辖,闸北区,县级,弃用,1980,2015,310106
310109,上海市,直辖,虹口区,县级,启用,1980,,
310110,上海市,直辖,杨浦区,县级,启用,1980,,310115[1992]
310111,上海市,直辖,吴淞区,县级,弃用,1980,1988,310113
310112,上海市,直辖,闵行区,县级,启用,1981,,
310113,上海市,直辖,宝山区,县级,启用,1988,,310230[2005]
310114,上海市,直辖,嘉定区,县级,启用,1992,,
310115,上海市,直辖,浦东新区,县级,启用,1992,,
310116,上海市,直辖,金山区,县级,启用,1997,,
310117,上海市,直辖,松江区,县级,启用,1998,,
310118,上海市,直辖,青浦区,县级,启用,1999,,
310119,上海市,直辖,南汇区,县级,弃用,2001,2009,310115
310120,上海市,直辖,奉贤区,县级,启用,2001,,
310151,上海市,直辖,崇明区,县级,启用,2016,,
310201,上海市,直辖,上海县,县级,弃用,1980,1982,310112[1981];310221
310202,上海市,直辖,嘉定县,县级,弃用,1980,1982,310222
310203,上海市,直辖,宝山县,县级,弃用,1980,1982,310223
310204,上海市,直辖,川沙县,县级,弃用,1980,1982,310224
310205,上海市,直辖,南汇县,县级,弃用,1980,1982,310225
310206,上海市,直辖,奉贤县,县级,弃用,1980,1982,310226
310207,上海市,直辖,松江县,县级,弃用,1980,1982,310227
310208,上海市,直辖,金山县,县级,弃用,1980,1982,310228
310209,上海市,直辖,青浦县,县级,弃用,1980,1982,310229
310210,上海市,直辖,崇明县,县级,弃用,1980,1982,310230
310221,上海市,直辖,上海县,县级,弃用,1982,1992,310104[1984];310105[1984];310112;310115
310222,上海市,直辖,嘉定县,县级,弃用,1982,1992,310107[1984];310114
310223,上海市,直辖,宝山县,县级,弃用,1982,1988,310109[1984];310110[1984];310113
310224,上海市,直辖,川沙县,县级,弃用,1982,1992,310101[1984];310115
310225,上海市,直辖,南汇县,县级,弃用,1982,2001,310119
310226,上海市,直辖,奉贤县,县级,弃用,1982,2001,310120
310227,上海市,直辖,松江县,县级,弃用,1982,1998,310117
310228,上海市,直辖,金山县,县级,弃用,1982,1997,310116
310229,上海市,直辖,青浦县,县级,弃用,1982,1999,310118
310230,上海市,直辖,崇明县,县级,弃用,1982,2016,310151
320000,江苏省,,江苏省,省级,启用,1980,,
320100,江苏省,南京市,南京市,地级,启用,1980,,
320102,江苏省,南京市,玄武区,县级,启用,1980,,
320103,江苏省,南京市,白下区,县级,弃用,1980,2013,320104
320104,江苏省,南京市,秦淮区,县级,启用,1980,,
320105,江苏省,南京市,建邺区,县级,启用,1980,,
320106,江苏省,南京市,鼓楼区,县级,启用,1980,,
320107,江苏省,南京市,下关区,县级,弃用,1980,2013,320106
320111,江苏省,南京市,浦口区,县级,启用,1980,,
320112,江苏省,南京市,大厂区,县级,弃用,1980,2002,320116
320113,江苏省,南京市,栖霞区,县级,启用,1980,,
320114,江苏省,南京市,雨花台区,县级,启用,1984,,
320114,江苏省,南京市,雨花区,县级,变更,1980,1984,320114
320115,江苏省,南京市,江宁区,县级,启用,2000,,
320116,江苏省,南京市,六合区,县级,启用,2002,,
320117,江苏省,南京市,溧水区,县级,启用,2013,,
320118,江苏省,南京市,高淳区,县级,启用,2013,,
320121,江苏省,南京市,江宁县,县级,弃用,1980,2000,320115
320122,江苏省,南京市,江浦县,县级,弃用,1980,2002,320111
320123,江苏省,南京市,六合县,县级,弃用,1980,2002,320116
320124,江苏省,南京市,溧水县,县级,弃用,1983,2013,320117
320125,江苏省,南京市,高淳县,县级,弃用,1983,2013,320118
320200,江苏省,无锡市,无锡市,地级,启用,1980,,320211[1983]
320202,江苏省,无锡市,崇安区,县级,弃用,1980,2015,320213
320203,江苏省,无锡市,南长区,县级,弃用,1980,2015,320213
320204,江苏省,无锡市,北塘区,县级,弃用,1980,2015,320213
320205,江苏省,无锡市,锡山区,县级,启用,2000,,320214[2015]
320205,江苏省,无锡市,马山区,县级,变更,1987,2000,320211
320206,江苏省,无锡市,惠山区,县级,启用,2000,,
320211,江苏省,无锡市,滨湖区,县级,启用,2000,,320214[2015]
320211,江苏省,无锡市,郊区,县级,变更,1983,2000,320205[1987];320211
320213,江苏省,无锡市,梁溪区,县级,启用,2015,,
320214,江苏省,无锡市,新吴区,县级,启用,2015,,
320221,江苏省,无锡市,江阴县,县级,弃用,1983,1987,329005
320222,江苏省,无锡市,无锡县,县级,弃用,1983,1995,320283
320223,江苏省,无锡市,宜兴县,县级,弃用,1983,1988,329011
320281,江苏省,无锡市,江阴市,县级,启用,1995,,
320282,江苏省,无锡市,宜兴市,县级,启用,1995,,
320283,江苏省,无锡市,锡山市,县级,弃用,1995,2000,320205;320206;320211
320300,江苏省,徐州市,徐州市,地级,启用,1980,,
320302,江苏省,徐州市,鼓楼区,县级,启用,1980,,
320303,江苏省,徐州市,云龙区,县级,启用,1980,,
320304,江苏省,徐州市,九里区,县级,弃用,1995,2010,320302;320311;320312
320304,江苏省,徐州市,矿区,县级,变更,1980,1995,320304
320305,江苏省,徐州市,贾汪区,县级,启用,1980,,
320311,江苏省,徐州市,泉山区,县级,启用,1993,,
320311,江苏省,徐州市,郊区,县级,变更,1980,1993,320311
320312,江苏省,徐州市,铜山区,县级,启用,2010,,
320321,江苏省,徐州市,丰县,县级,启用,1983,,
320322,江苏省,徐州市,沛县,县级,启用,1983,,370826[1984]
320323,江苏省,徐州市,铜山县,县级,弃用,1983,2010,320302[2005];320312
320324,江苏省,徐州市,睢宁县,县级,启用,1983,,
320325,江苏省,徐州市,邳县,县级,弃用,1983,1992,329019
320326,江苏省,徐州市,新沂县,县级,弃用,1983,1990,329014
320381,江苏省,徐州市,新沂市,县级,启用,1995,,
320382,江苏省,徐州市,邳州市,县级,启用,1995,,
320400,江苏省,常州市,常州市,地级,启用,1980,,320411[1983]
320402,江苏省,常州市,天宁区,县级,启用,1980,,
320403,江苏省,常州市,广化区,县级,弃用,1980,1986,320402;320404
320404,江苏省,常州市,钟楼区,县级,启用,1980,,
320405,江苏省,常州市,戚墅堰区,县级,弃用,1980,2015,320412
320411,江苏省,常州市,新北区,县级,启用,2002,,
320411,江苏省,常州市,郊区,县级,变更,1983,2002,320402;320404;320411
320412,江苏省,常州市,武进区,县级,启用,2002,,320402[2015];320404[2015];320411[2015]
320413,江苏省,常州市,金坛区,县级,启用,2015,,
320421,江苏省,常州市,武进县,县级,弃用,1983,1995,320483
320422,江苏省,常州市,金坛县,县级,弃用,1983,1993,329024
320423,江苏省,常州市,溧阳县,县级,弃用,1983,1990,329015
320481,江苏省,常州市,溧阳市,县级,启用,1995,,
320482,江苏省,常州市,金坛市,县级,弃用,1995,2015,320413
320483,江苏省,常州市,武进市,县级,弃用,1995,2002,320411;320412
320500,江苏省,苏州市,苏州市,地级,启用,1980,,320511[1983]
320502,江苏省,苏州市,沧浪区,县级,弃用,1980,2012,320508
320503,江苏省,苏州市,平江区,县级,弃用,1980,2012,320508
320504,江苏省,苏州市,金阊区,县级,弃用,1980,2012,320508
320505,江苏省,苏州市,虎丘区,县级,启用,2000,,
320506,江苏省,苏州市,吴中区,县级,启用,2000,,
320507,江苏省,苏州市,相城区,县级,启用,2000,,
320508,江苏省,苏州市,姑苏区,县级,启用,2012,,
320509,江苏省,苏州市,吴江区,县级,启用,2012,,
320511,江苏省,苏州市,郊区,县级,弃用,1983,2000,320505
320521,江苏省,苏州市,沙洲县,县级,弃用,1983,1986,329004
